+---------------------+----------------------------------------------+----------+-------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields              |
| of the Block class in question. The actual final values may be different                    |
| for different states of the block, or they may depend on a TileEntity etc.                  |
+---------------------+----------------------------------------------+----------+-------------+
| Mod name            | Registry name                                | Hardness |  Resistance |
| Chisel              | chisel:technical                             |     1.00 |        5.00 |
| Chisel              | chisel:technical1                            |     1.00 |        5.00 |
| Chisel              | chisel:technicalnew                          |     1.00 |        5.00 |
| Chisel              | chisel:temple                                |     1.50 |       30.00 |
| Chisel              | chisel:templemossy                           |     1.50 |       30.00 |
| Chisel              | chisel:tyrian                                |     1.00 |        5.00 |
| Chisel              | chisel:valentines                            |     1.50 |       60.00 |
| Chisel              | chisel:voidstone                             |     1.00 |        5.00 |
| Chisel              | chisel:voidstonerunic                        |     1.00 |        5.00 |
| Chisel              | chisel:waterstone                            |     4.00 |      150.00 |
| Chisel              | chisel:waterstone1                           |     4.00 |      150.00 |
| Chisel              | chisel:waterstone2                           |     4.00 |      150.00 |
| Chisel              | chisel:wool_black                            |     0.80 |        5.00 |
| Chisel              | chisel:wool_blue                             |     0.80 |        5.00 |
| Chisel              | chisel:wool_brown                            |     0.80 |        5.00 |
| Chisel              | chisel:wool_cyan                             |     0.80 |        5.00 |
| Chisel              | chisel:wool_gray                             |     0.80 |        5.00 |
| Chisel              | chisel:wool_green                            |     0.80 |        5.00 |
| Chisel              | chisel:wool_lightblue                        |     0.80 |        5.00 |
| Chisel              | chisel:wool_lightgray                        |     0.80 |        5.00 |
| Chisel              | chisel:wool_lime                             |     0.80 |        5.00 |
| Chisel              | chisel:wool_magenta                          |     0.80 |        5.00 |
| Chisel              | chisel:wool_orange                           |     0.80 |        5.00 |
| Chisel              | chisel:wool_pink                             |     0.80 |        5.00 |
| Chisel              | chisel:wool_purple                           |     0.80 |        5.00 |
| Chisel              | chisel:wool_red                              |     0.80 |        5.00 |
| Chisel              | chisel:wool_white                            |     0.80 |        5.00 |
| Chisel              | chisel:wool_yellow                           |     0.80 |        5.00 |
| Hammer Core         | hammercore:diamond_bordered_cobblestone      |     2.00 |       10.00 |
| Hammer Core         | hammercore:emerald_bordered_cobblestone      |     2.00 |       10.00 |
| Hammer Core         | hammercore:gold_bordered_cobblestone         |     2.00 |       10.00 |
| Hammer Core         | hammercore:iron_bordered_cobblestone         |     2.00 |       10.00 |
| Hammer Core         | hammercore:lying_item                        |     0.00 |        0.00 |
| Hammer Core         | hammercore:multipart                         |     0.00 |        0.00 |
| Hammer Core         | hammercore:quartz_bordered_cobblestone       |     2.00 |       10.00 |
| Inspirations        | inspirations:bookshelf                       |     2.00 |       15.00 |
| Inspirations        | inspirations:bricks_button                   |     1.50 |       30.00 |
| Inspirations        | inspirations:cactus_crop                     |     0.40 |        2.00 |
| Inspirations        | inspirations:carpeted_pressure_plate_1       |     0.50 |        2.50 |
| Inspirations        | inspirations:carpeted_pressure_plate_2       |     0.50 |        2.50 |
| Inspirations        | inspirations:carpeted_trapdoor_black         |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_blue          |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_brown         |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_cyan          |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_gray          |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_green         |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_light_blue    |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_lime          |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_magenta       |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_orange        |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_pink          |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_purple        |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_red           |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_silver        |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_white         |     3.00 |       15.00 |
| Inspirations        | inspirations:carpeted_trapdoor_yellow        |     3.00 |       15.00 |
| Inspirations        | inspirations:collector                       |     3.50 |       17.50 |
| Inspirations        | inspirations:enlightened_bush                |     0.00 |        0.00 |
| Inspirations        | inspirations:flower                          |     0.00 |        0.00 |
| Inspirations        | inspirations:glass_door                      |     0.30 |        1.50 |
| Inspirations        | inspirations:glass_trapdoor                  |     0.30 |        1.50 |
| Inspirations        | inspirations:mulch                           |     0.60 |        3.00 |
| Inspirations        | inspirations:path                            |     1.50 |       30.00 |
| Inspirations        | inspirations:pipe                            |     3.00 |       24.00 |
| Inspirations        | inspirations:redstone_barrel                 |     1.50 |       30.00 |
| Inspirations        | inspirations:redstone_charge                 |     0.00 |        0.00 |
| Inspirations        | inspirations:redstone_torch_lever            |     0.00 |        0.00 |
| Inspirations        | inspirations:redstone_torch_lever_powered    |     0.00 |        0.00 |
| Inspirations        | inspirations:rope                            |     0.50 |        2.50 |
| Inspirations        | inspirations:sugar_cane_crop                 |     0.00 |        0.00 |
| Inspirations        | inspirations:torch_lever                     |     0.00 |        0.00 |
| McJtyLib            | mcjtylib_ng:multipart                        |     2.00 |       10.00 |
| Minecraft           | minecraft:acacia_door                        |     3.00 |       15.00 |
| Minecraft           | minecraft:acacia_fence                       |     2.00 |       15.00 |
| Minecraft           | minecraft:acacia_fence_gate                  |     2.00 |       15.00 |
| Minecraft           | minecraft:acacia_stairs                      |     2.00 |       15.00 |
| Minecraft           | minecraft:activator_rail                     |     0.70 |        3.50 |
| Minecraft           | minecraft:air                                |     0.00 |        0.00 |
| Minecraft           | minecraft:anvil                              |     5.00 |     6000.00 |
| Minecraft           | minecraft:barrier                            |    -1.00 | 18000004.00 |
| Minecraft           | minecraft:beacon                             |     3.00 |       15.00 |
| Minecraft           | minecraft:bed                                |     0.20 |        1.00 |
| Minecraft           | minecraft:bedrock                            |    -1.00 | 18000000.00 |
| Minecraft           | minecraft:beetroots                          |     0.00 |        0.00 |
| Minecraft           | minecraft:birch_door                         |     3.00 |       15.00 |
| Minecraft           | minecraft:birch_fence                        |     2.00 |       15.00 |
| Minecraft           | minecraft:birch_fence_gate                   |     2.00 |       15.00 |
| Minecraft           | minecraft:birch_stairs                       |     2.00 |       15.00 |
| Minecraft           | minecraft:black_glazed_terracotta            |     1.40 |        7.00 |
| Minecraft           | minecraft:black_shulker_box                  |     2.00 |       10.00 |
| Minecraft           | minecraft:blue_glazed_terracotta             |     1.40 |        7.00 |
| Minecraft           | minecraft:blue_shulker_box                   |     2.00 |       10.00 |
| Minecraft           | minecraft:bone_block                         |     2.00 |       10.00 |
| Minecraft           | minecraft:bookshelf                          |     1.50 |        7.50 |
| Minecraft           | minecraft:brewing_stand                      |     0.50 |        2.50 |
| Minecraft           | minecraft:brick_block                        |     2.00 |       30.00 |
| Minecraft           | minecraft:brick_stairs                       |     2.00 |       30.00 |
| Minecraft           | minecraft:brown_glazed_terracotta            |     1.40 |        7.00 |
| Minecraft           | minecraft:brown_mushroom                     |     0.00 |        0.00 |
| Minecraft           | minecraft:brown_mushroom_block               |     0.20 |        1.00 |
| Minecraft           | minecraft:brown_shulker_box                  |     2.00 |       10.00 |
| Minecraft           | minecraft:cactus                             |     0.40 |        2.00 |
| Minecraft           | minecraft:cake                               |     0.50 |        2.50 |
| Minecraft           | minecraft:carpet                             |     0.10 |        0.50 |
| Minecraft           | minecraft:carrots                            |     0.00 |        0.00 |
| Minecraft           | minecraft:cauldron                           |     2.00 |       10.00 |
| Minecraft           | minecraft:chain_command_block                |    -1.00 | 18000000.00 |
| Minecraft           | minecraft:chest                              |     2.50 |       12.50 |
| Minecraft           | minecraft:chorus_flower                      |     0.40 |        2.00 |
| Minecraft           | minecraft:chorus_plant                       |     0.40 |        2.00 |
| Minecraft           | minecraft:clay                               |     0.60 |        3.00 |
| Minecraft           | minecraft:coal_block                         |     5.00 |       30.00 |
| Minecraft           | minecraft:coal_ore                           |     3.00 |       15.00 |
| Minecraft           | minecraft:cobblestone                        |     2.00 |       30.00 |
| Minecraft           | minecraft:cobblestone_wall                   |     2.00 |       30.00 |
| Minecraft           | minecraft:cocoa                              |     0.20 |       15.00 |
| Minecraft           | minecraft:command_block                      |    -1.00 | 18000000.00 |
| Minecraft           | minecraft:concrete                           |     1.80 |        9.00 |
| Minecraft           | minecraft:concrete_powder                    |     0.50 |        2.50 |
| Minecraft           | minecraft:crafting_table                     |     1.50 |        7.50 |
| Minecraft           | minecraft:cyan_glazed_terracotta             |     1.40 |        7.00 |
| Minecraft           | minecraft:cyan_shulker_box                   |     2.00 |       10.00 |
| Minecraft           | minecraft:dark_oak_door                      |     3.00 |       15.00 |
| Minecraft           | minecraft:dark_oak_fence                     |     2.00 |       15.00 |
| Minecraft           | minecraft:dark_oak_fence_gate                |     2.00 |       15.00 |
| Minecraft           | minecraft:dark_oak_stairs                    |     2.00 |       15.00 |
| Minecraft           | minecraft:daylight_detector                  |     0.20 |        1.00 |
| Minecraft           | minecraft:daylight_detector_inverted         |     0.20 |        1.00 |
| Minecraft           | minecraft:deadbush                           |     0.00 |        0.00 |
| Minecraft           | minecraft:detector_rail                      |     0.70 |        3.50 |
| Minecraft           | minecraft:diamond_block                      |     5.00 |       30.00 |
| Minecraft           | minecraft:diamond_ore                        |     3.00 |       15.00 |
| Minecraft           | minecraft:dirt                               |     0.50 |        2.50 |
| Minecraft           | minecraft:dispenser                          |     3.50 |       17.50 |
| Minecraft           | minecraft:double_plant                       |     0.00 |        0.00 |
| Minecraft           | minecraft:double_stone_slab                  |     2.00 |       30.00 |
| Minecraft           | minecraft:double_stone_slab2                 |     2.00 |       30.00 |
| Minecraft           | minecraft:double_wooden_slab                 |     2.00 |       15.00 |
| Minecraft           | minecraft:dragon_egg                         |     3.00 |       45.00 |
| Minecraft           | minecraft:dropper                            |     3.50 |       17.50 |
| Minecraft           | minecraft:emerald_block                      |     5.00 |       30.00 |
| Minecraft           | minecraft:emerald_ore                        |     3.00 |       15.00 |
| Minecraft           | minecraft:enchanting_table                   |     5.00 |     6000.00 |
| Minecraft           | minecraft:end_bricks                         |     0.80 |        4.00 |
| Minecraft           | minecraft:end_gateway                        |    -1.00 | 18000000.00 |
| Minecraft           | minecraft:end_portal                         |    -1.00 | 18000000.00 |
| Minecraft           | minecraft:end_portal_frame                   |    -1.00 | 18000000.00 |
| Minecraft           | minecraft:end_rod                            |     0.00 |        0.00 |
| Minecraft           | minecraft:end_stone                          |     3.00 |       45.00 |
| Minecraft           | minecraft:ender_chest                        |    22.50 |     3000.00 |
| Minecraft           | minecraft:farmland                           |     0.60 |        3.00 |
| Minecraft           | minecraft:fence                              |     2.00 |       15.00 |
| Minecraft           | minecraft:fence_gate                         |     2.00 |       15.00 |
| Minecraft           | minecraft:fire                               |     0.00 |        0.00 |
| Minecraft           | minecraft:flower_pot                         |     0.00 |        0.00 |
| Minecraft           | minecraft:flowing_lava                       |   100.00 |      500.00 |
| Minecraft           | minecraft:flowing_water                      |   100.00 |      500.00 |
| Minecraft           | minecraft:frosted_ice                        |     0.50 |        2.50 |
| Minecraft           | minecraft:furnace                            |     3.50 |       17.50 |
| Minecraft           | minecraft:glass                              |     0.30 |        1.50 |
| Minecraft           | minecraft:glass_pane                         |     0.30 |        1.50 |
| Minecraft           | minecraft:glowstone                          |     0.30 |        1.50 |
| Minecraft           | minecraft:gold_block                         |     3.00 |       30.00 |
| Minecraft           | minecraft:gold_ore                           |     3.00 |       15.00 |
| Minecraft           | minecraft:golden_rail                        |     0.70 |        3.50 |
| Minecraft           | minecraft:grass                              |     0.60 |        3.00 |
| Minecraft           | minecraft:grass_path                         |     0.65 |        3.25 |
| Minecraft           | minecraft:gravel                             |     0.60 |        3.00 |
| Minecraft           | minecraft:gray_glazed_terracotta             |     1.40 |        7.00 |
| Minecraft           | minecraft:gray_shulker_box                   |     2.00 |       10.00 |
| Minecraft           | minecraft:green_glazed_terracotta            |     1.40 |        7.00 |
| Minecraft           | minecraft:green_shulker_box                  |     2.00 |       10.00 |
| Minecraft           | minecraft:hardened_clay                      |     1.25 |       21.00 |
| Minecraft           | minecraft:hay_block                          |     0.50 |        2.50 |
| Minecraft           | minecraft:heavy_weighted_pressure_plate      |     0.50 |        2.50 |
| Minecraft           | minecraft:hopper                             |     3.00 |       24.00 |
| Minecraft           | minecraft:ice                                |     0.50 |        2.50 |
| Minecraft           | minecraft:iron_bars                          |     5.00 |       30.00 |
| Minecraft           | minecraft:iron_block                         |     5.00 |       30.00 |
| Minecraft           | minecraft:iron_door                          |     5.00 |       25.00 |
| Minecraft           | minecraft:iron_ore                           |     3.00 |       15.00 |
| Minecraft           | minecraft:iron_trapdoor                      |     5.00 |       25.00 |
| Minecraft           | minecraft:jukebox                            |     2.00 |       30.00 |
| Minecraft           | minecraft:jungle_door                        |     3.00 |       15.00 |
| Minecraft           | minecraft:jungle_fence                       |     2.00 |       15.00 |
| Minecraft           | minecraft:jungle_fence_gate                  |     2.00 |       15.00 |
| Minecraft           | minecraft:jungle_stairs                      |     2.00 |       15.00 |
| Minecraft           | minecraft:ladder                             |     0.40 |        2.00 |
| Minecraft           | minecraft:lapis_block                        |     3.00 |       15.00 |
| Minecraft           | minecraft:lapis_ore                          |     3.00 |       15.00 |
| Minecraft           | minecraft:lava                               |   100.00 |      500.00 |
| Minecraft           | minecraft:leaves                             |     0.20 |        1.00 |
| Minecraft           | minecraft:leaves2                            |     0.20 |        1.00 |
| Minecraft           | minecraft:lever                              |     0.50 |        2.50 |
| Minecraft           | minecraft:light_blue_glazed_terracotta       |     1.40 |        7.00 |
| Minecraft           | minecraft:light_blue_shulker_box             |     2.00 |       10.00 |
| Minecraft           | minecraft:light_weighted_pressure_plate      |     0.50 |        2.50 |
| Minecraft           | minecraft:lime_glazed_terracotta             |     1.40 |        7.00 |
| Minecraft           | minecraft:lime_shulker_box                   |     2.00 |       10.00 |
| Minecraft           | minecraft:lit_furnace                        |     3.50 |       17.50 |
| Minecraft           | minecraft:lit_pumpkin                        |     1.00 |        5.00 |
| Minecraft           | minecraft:lit_redstone_lamp                  |     0.30 |        1.50 |
| Minecraft           | minecraft:lit_redstone_ore                   |     3.00 |       15.00 |
| Minecraft           | minecraft:log                                |     2.00 |       10.00 |
| Minecraft           | minecraft:log2                               |     2.00 |       10.00 |
| Minecraft           | minecraft:magenta_glazed_terracotta          |     1.40 |        7.00 |
| Minecraft           | minecraft:magenta_shulker_box                |     2.00 |       10.00 |
| Minecraft           | minecraft:magma                              |     0.50 |        2.50 |
| Minecraft           | minecraft:melon_block                        |     1.00 |        5.00 |
| Minecraft           | minecraft:melon_stem                         |     0.00 |        0.00 |
| Minecraft           | minecraft:mob_spawner                        |     5.00 |       25.00 |
| Minecraft           | minecraft:monster_egg                        |     0.75 |        3.75 |
| Minecraft           | minecraft:mossy_cobblestone                  |     2.00 |       30.00 |
| Minecraft           | minecraft:mycelium                           |     0.60 |        3.00 |
| Minecraft           | minecraft:nether_brick                       |     2.00 |       30.00 |
| Minecraft           | minecraft:nether_brick_fence                 |     2.00 |       30.00 |
| Minecraft           | minecraft:nether_brick_stairs                |     2.00 |       30.00 |
| Minecraft           | minecraft:nether_wart                        |     0.00 |        0.00 |
| Minecraft           | minecraft:nether_wart_block                  |     1.00 |        5.00 |
| Minecraft           | minecraft:netherrack                         |     0.40 |        2.00 |
| Minecraft           | minecraft:noteblock                          |     0.80 |        4.00 |
| Minecraft           | minecraft:oak_stairs                         |     2.00 |       15.00 |
| Minecraft           | minecraft:observer                           |     3.00 |       15.00 |
| Minecraft           | minecraft:obsidian                           |    50.00 |     6000.00 |
| Minecraft           | minecraft:orange_glazed_terracotta           |     1.40 |        7.00 |
| Minecraft           | minecraft:orange_shulker_box                 |     2.00 |       10.00 |
| Minecraft           | minecraft:packed_ice                         |     0.50 |        2.50 |
| Minecraft           | minecraft:pink_glazed_terracotta             |     1.40 |        7.00 |
| Minecraft           | minecraft:pink_shulker_box                   |     2.00 |       10.00 |
| Minecraft           | minecraft:piston                             |     0.50 |        2.50 |
| Minecraft           | minecraft:piston_extension                   |    -1.00 |        0.00 |
| Minecraft           | minecraft:piston_head                        |     0.50 |        2.50 |
| Minecraft           | minecraft:planks                             |     2.00 |       15.00 |
| Minecraft           | minecraft:portal                             |    -1.00 |        0.00 |
| Minecraft           | minecraft:potatoes                           |     0.00 |        0.00 |
| Minecraft           | minecraft:powered_comparator                 |     0.00 |        0.00 |
| Minecraft           | minecraft:powered_repeater                   |     0.00 |        0.00 |
| Minecraft           | minecraft:prismarine                         |     1.50 |       30.00 |
| Minecraft           | minecraft:pumpkin                            |     1.00 |        5.00 |
| Minecraft           | minecraft:pumpkin_stem                       |     0.00 |        0.00 |
| Minecraft           | minecraft:purple_glazed_terracotta           |     1.40 |        7.00 |
| Minecraft           | minecraft:purple_shulker_box                 |     2.00 |       10.00 |
| Minecraft           | minecraft:purpur_block                       |     1.50 |       30.00 |
| Minecraft           | minecraft:purpur_double_slab                 |     2.00 |       30.00 |
| Minecraft           | minecraft:purpur_pillar                      |     1.50 |       30.00 |
| Minecraft           | minecraft:purpur_slab                        |     2.00 |       30.00 |
| Minecraft           | minecraft:purpur_stairs                      |     1.50 |       30.00 |
| Minecraft           | minecraft:quartz_block                       |     0.80 |        4.00 |
| Minecraft           | minecraft:quartz_ore                         |     3.00 |       15.00 |
| Minecraft           | minecraft:quartz_stairs                      |     0.80 |        4.00 |
| Minecraft           | minecraft:rail                               |     0.70 |        3.50 |
| Minecraft           | minecraft:red_flower                         |     0.00 |        0.00 |
| Minecraft           | minecraft:red_glazed_terracotta              |     1.40 |        7.00 |
| Minecraft           | minecraft:red_mushroom                       |     0.00 |        0.00 |
| Minecraft           | minecraft:red_mushroom_block                 |     0.20 |        1.00 |
| Minecraft           | minecraft:red_nether_brick                   |     2.00 |       30.00 |
| Minecraft           | minecraft:red_sandstone                      |     0.80 |        4.00 |
| Minecraft           | minecraft:red_sandstone_stairs               |     0.80 |        4.00 |
| Minecraft           | minecraft:red_shulker_box                    |     2.00 |       10.00 |
| Minecraft           | minecraft:redstone_block                     |     5.00 |       30.00 |
| Minecraft           | minecraft:redstone_lamp                      |     0.30 |        1.50 |
| Minecraft           | minecraft:redstone_ore                       |     3.00 |       15.00 |
| Minecraft           | minecraft:redstone_torch                     |     0.00 |        0.00 |
| Minecraft           | minecraft:redstone_wire                      |     0.00 |        0.00 |
| Minecraft           | minecraft:reeds                              |     0.00 |        0.00 |
| Minecraft           | minecraft:repeating_command_block            |    -1.00 | 18000000.00 |
| Minecraft           | minecraft:sand                               |     0.50 |        2.50 |
| Minecraft           | minecraft:sandstone                          |     0.80 |        4.00 |
| Minecraft           | minecraft:sandstone_stairs                   |     0.80 |        4.00 |
| Minecraft           | minecraft:sapling                            |     0.00 |        0.00 |
| Minecraft           | minecraft:sea_lantern                        |     0.30 |        1.50 |
| Minecraft           | minecraft:silver_glazed_terracotta           |     1.40 |        7.00 |
| Minecraft           | minecraft:silver_shulker_box                 |     2.00 |       10.00 |
| Minecraft           | minecraft:skull                              |     1.00 |        5.00 |
| Minecraft           | minecraft:slime                              |     0.00 |        0.00 |
| Minecraft           | minecraft:snow                               |     0.20 |        1.00 |
| Minecraft           | minecraft:snow_layer                         |     0.10 |        0.50 |
| Minecraft           | minecraft:soul_sand                          |     0.50 |        2.50 |
| Minecraft           | minecraft:sponge                             |     0.60 |        3.00 |
| Minecraft           | minecraft:spruce_door                        |     3.00 |       15.00 |
| Minecraft           | minecraft:spruce_fence                       |     2.00 |       15.00 |
| Minecraft           | minecraft:spruce_fence_gate                  |     2.00 |       15.00 |
| Minecraft           | minecraft:spruce_stairs                      |     2.00 |       15.00 |
| Minecraft           | minecraft:stained_glass                      |     0.30 |        1.50 |
| Minecraft           | minecraft:stained_glass_pane                 |     0.30 |        1.50 |
| Minecraft           | minecraft:stained_hardened_clay              |     1.25 |       21.00 |
| Minecraft           | minecraft:standing_banner                    |     1.00 |        5.00 |
| Minecraft           | minecraft:standing_sign                      |     1.00 |        5.00 |
| Minecraft           | minecraft:sticky_piston                      |     0.50 |        2.50 |
| Minecraft           | minecraft:stone                              |     1.50 |       30.00 |
| Minecraft           | minecraft:stone_brick_stairs                 |     1.50 |       30.00 |
| Minecraft           | minecraft:stone_button                       |     0.50 |        2.50 |
| Minecraft           | minecraft:stone_pressure_plate               |     0.50 |        2.50 |
| Minecraft           | minecraft:stone_slab                         |     2.00 |       30.00 |
| Minecraft           | minecraft:stone_slab2                        |     2.00 |       30.00 |
| Minecraft           | minecraft:stone_stairs                       |     2.00 |       30.00 |
| Minecraft           | minecraft:stonebrick                         |     1.50 |       30.00 |
| Minecraft           | minecraft:structure_block                    |    -1.00 | 18000000.00 |
| Minecraft           | minecraft:structure_void                     |     0.00 |        0.00 |
| Minecraft           | minecraft:tallgrass                          |     0.00 |        0.00 |
| Minecraft           | minecraft:tnt                                |     0.00 |        0.00 |
| Minecraft           | minecraft:torch                              |     0.00 |        0.00 |
| Minecraft           | minecraft:trapdoor                           |     3.00 |       15.00 |
| Minecraft           | minecraft:trapped_chest                      |     2.50 |       12.50 |
| Minecraft           | minecraft:tripwire                           |     0.00 |        0.00 |
| Minecraft           | minecraft:tripwire_hook                      |     0.00 |        0.00 |
| Minecraft           | minecraft:unlit_redstone_torch               |     0.00 |        0.00 |
| Minecraft           | minecraft:unpowered_comparator               |     0.00 |        0.00 |
| Minecraft           | minecraft:unpowered_repeater                 |     0.00 |        0.00 |
| Minecraft           | minecraft:vine                               |     0.20 |        1.00 |
| Minecraft           | minecraft:wall_banner                        |     1.00 |        5.00 |
| Minecraft           | minecraft:wall_sign                          |     1.00 |        5.00 |
| Minecraft           | minecraft:water                              |   100.00 |      500.00 |
| Minecraft           | minecraft:waterlily                          |     0.00 |        0.00 |
| Minecraft           | minecraft:web                                |     4.00 |       20.00 |
| Minecraft           | minecraft:wheat                              |     0.00 |        0.00 |
| Minecraft           | minecraft:white_glazed_terracotta            |     1.40 |        7.00 |
| Minecraft           | minecraft:white_shulker_box                  |     2.00 |       10.00 |
| Minecraft           | minecraft:wooden_button                      |     0.50 |        2.50 |
| Minecraft           | minecraft:wooden_door                        |     3.00 |       15.00 |
| Minecraft           | minecraft:wooden_pressure_plate              |     0.50 |        2.50 |
| Minecraft           | minecraft:wooden_slab                        |     2.00 |       15.00 |
| Minecraft           | minecraft:wool                               |     0.80 |        4.00 |
| Minecraft           | minecraft:yellow_flower                      |     0.00 |        0.00 |
| Minecraft           | minecraft:yellow_glazed_terracotta           |     1.40 |        7.00 |
| Minecraft           | minecraft:yellow_shulker_box                 |     2.00 |       10.00 |
| More Cauldrons      | morecauldrons:acacia_cauldron                |     2.00 |       10.00 |
| More Cauldrons      | morecauldrons:andesite_cauldron              |     2.00 |       10.00 |
| More Cauldrons      | morecauldrons:big_oak_cauldron               |     2.00 |       10.00 |
| More Cauldrons      | morecauldrons:birch_cauldron                 |     2.00 |       10.00 |
| More Cauldrons      | morecauldrons:brick_cauldron                 |     2.00 |       30.00 |
| More Cauldrons      | morecauldrons:cobble_cauldron                |     2.00 |       10.00 |
| More Cauldrons      | morecauldrons:diamond_cauldron               |     5.00 |       30.00 |
| More Cauldrons      | morecauldrons:diorite_cauldron               |     2.00 |       10.00 |
| More Cauldrons      | morecauldrons:glass_cauldron                 |     0.30 |       10.00 |
| More Cauldrons      | morecauldrons:gold_cauldron                  |     3.00 |       30.00 |
| More Cauldrons      | morecauldrons:granite_cauldron               |     2.00 |       10.00 |
| More Cauldrons      | morecauldrons:jungle_cauldron                |     2.00 |       10.00 |
| More Cauldrons      | morecauldrons:oak_cauldron                   |     2.00 |       10.00 |
| More Cauldrons      | morecauldrons:obsidian_cauldron              |    50.00 |     6000.00 |
| More Cauldrons      | morecauldrons:smooth_andesite_cauldron       |     2.00 |       10.00 |
| More Cauldrons      | morecauldrons:smooth_diorite_cauldron        |     2.00 |       10.00 |
| More Cauldrons      | morecauldrons:smooth_granite_cauldron        |     2.00 |       10.00 |
| More Cauldrons      | morecauldrons:spruce_cauldron                |     2.00 |       10.00 |
| More Cauldrons      | morecauldrons:stone_cauldron                 |     2.00 |       10.00 |
| Pixelmon            | pixelmon:acacia_bench                        |     1.00 |        5.00 |
| Pixelmon            | pixelmon:aluminium_block                     |     8.50 |       42.50 |
| Pixelmon            | pixelmon:amethyst_block                      |     8.50 |       42.50 |
| Pixelmon            | pixelmon:amethyst_ore                        |     1.50 |        7.50 |
| Pixelmon            | pixelmon:anvil                               |     1.00 |     6000.00 |
| Pixelmon            | pixelmon:articuno_shrine                     |    -1.00 | 18000000.00 |
| Pixelmon            | pixelmon:bauxite_ore                         |     5.00 |       25.00 |
| Pixelmon            | pixelmon:beast_chest                         |    -1.00 | 18000000.00 |
| Pixelmon            | pixelmon:bench                               |     1.00 |        5.00 |
| Pixelmon            | pixelmon:berrytree_aguav                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_apicot                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_aspear                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_babiri                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_charti                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_cheri                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_chesto                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_chilan                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_chople                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_coba                      |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_colbur                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_custap                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_enigma                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_figy                      |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_ganlon                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_grepa                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_haban                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_hondew                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_iapapa                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_jaboca                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_kasib                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_kebia                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_kelpsy                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_lansat                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_leppa                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_liechi                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_lum                       |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_mago                      |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_micle                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_occa                      |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_oran                      |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_passho                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_pecha                     |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_persim                    |     0.00 |        0.00 |
| Pixelmon            | pixelmon:berrytree_petaya                    |     0.00 |        0.00 |
